+-------------------+------------------+-------------------+------------------+-------------------+
|      a-b-c-d      |     a-b-c-e      |      a-b-d-e      |     a-c-d-e      |      b-c-d-e      |
|   a2-b41-c31-d22  |  a1-b36-c80-e21  |    a2-b7-d97-e5   |  a2-c31-d84-e5   |   b1-c88-d73-e29  |
|   a2-b41-c31-d45  |  a1-b36-c80-e25  |    a2-b7-d97-e6   |  a2-c31-d84-e20  |   b1-c88-d73-e46  |
|   a2-b41-c31-d48  |  a1-b36-c80-e42  |   a2-b7-d97-e20   |  a2-c31-d84-e46  |   b1-c88-d73-e64  |
|   a2-b41-c31-d50  |  a1-b36-c80-e51  |   a2-b7-d97-e96   |  a2-c31-d84-e96  |   b1-c88-d73-e68  |
|   a2-b41-c31-d73  |  a1-b36-c80-e75  |   a2-b27-d37-e5   |  a2-c31-d86-e5   |   b1-c88-d75-e18  |
|   a2-b41-c31-d75  |  a1-b36-c80-e86  |   a2-b27-d37-e6   |  a2-c31-d86-e15  |   b1-c88-d75-e20  |
|   a2-b41-c31-d86  |  a1-b36-c80-e92  |   a2-b27-d37-e20  |  a2-c31-d86-e20  |   b1-c88-d75-e29  |
|   a2-b41-c31-d97  |  a1-b36-c80-e94  |   a2-b27-d37-e96  |  a2-c31-d86-e29  |   b1-c88-d75-e46  |
|   a2-b41-c51-d22  |  a1-b49-c55-e21  |   a2-b27-d73-e5   |  a2-c31-d86-e68  |   b1-c88-d75-e64  |
|   a2-b41-c51-d45  |  a1-b49-c55-e51  |   a2-b27-d73-e6   |  a2-c31-d86-e96  |   b1-c88-d75-e68  |
|   a2-b41-c51-d73  |  a1-b49-c55-e75  |   a2-b27-d73-e20  |  a2-c31-d97-e5   |   b3-c17-d19-e5   |
|   a2-b41-c51-d86  |  a1-b49-c55-e94  |   a2-b27-d73-e46  |  a2-c31-d97-e15  |   b3-c17-d19-e11  |
|   a2-b41-c51-d97  |  a1-b49-c56-e51  |   a2-b27-d73-e96  |  a2-c31-d97-e20  |   b3-c17-d19-e37  |
|   a2-b41-c53-d22  |  a1-b49-c56-e75  |   a2-b27-d84-e5   |  a2-c31-d97-e96  |   b3-c17-d21-e5   |
|   a2-b41-c53-d45  |  a1-b49-c80-e21  |   a2-b27-d84-e6   |  a2-c51-d22-e5   |   b3-c17-d21-e11  |
|   a2-b41-c53-d48  |  a1-b49-c80-e51  |   a2-b27-d84-e20  |  a2-c51-d22-e15  |   b3-c17-d21-e37  |
|   a2-b41-c53-d50  |  a1-b49-c80-e75  |   a2-b27-d84-e46  |  a2-c51-d22-e96  |   b3-c17-d23-e11  |
|   a2-b41-c53-d73  |  a1-b49-c80-e94  |   a2-b27-d84-e96  |  a2-c51-d37-e5   |   b3-c17-d23-e37  |
|   a2-b41-c53-d75  |  a1-b60-c14-e25  |   a2-b27-d86-e5   |  a2-c51-d37-e6   |   b3-c17-d37-e5   |
|   a2-b41-c53-d86  |  a1-b60-c14-e42  |   a2-b27-d86-e6   |  a2-c51-d37-e15  |   b3-c17-d37-e11  |
|   a2-b41-c59-d45  |  a1-b60-c14-e55  |   a2-b27-d86-e20  |  a2-c51-d37-e20  |   b3-c17-d37-e37  |
|   a2-b41-c59-d73  |  a1-b75-c14-e21  |   a2-b27-d86-e96  |  a2-c51-d37-e96  |   b3-c17-d53-e5   |
|   a2-b41-c59-d86  |  a1-b75-c14-e25  |   a2-b27-d97-e5   |  a2-c51-d45-e15  |   b3-c17-d53-e11  |
|   a2-b41-c59-d97  |  a1-b75-c14-e42  |   a2-b27-d97-e6   |  a2-c51-d45-e20  |   b3-c17-d53-e37  |
|   a2-b41-c88-d22  |  a1-b75-c14-e51  |   a2-b27-d97-e20  |  a2-c51-d45-e96  |   b3-c17-d82-e5   |
|   a2-b41-c88-d45  |  a1-b75-c14-e75  |   a2-b27-d97-e96  |  a2-c51-d73-e5   |   b3-c17-d82-e11  |
|   a2-b41-c88-d48  |  a1-b75-c14-e86  |   a2-b34-d48-e20  |  a2-c51-d73-e6   |   b3-c17-d82-e37  |
|   a2-b41-c88-d50  |  a1-b75-c14-e92  |   a2-b34-d48-e29  |  a2-c51-d73-e20  |   b3-c17-d87-e5   |
|   a2-b41-c88-d73  |  a1-b75-c14-e94  |   a2-b34-d48-e46  |  a2-c51-d73-e96  |   b3-c17-d87-e11  |
|   a2-b41-c88-d75  |  a1-b75-c29-e21  |   a2-b34-d48-e68  |  a2-c51-d84-e5   |   b3-c17-d87-e37  |
|   a2-b41-c88-d86  |  a1-b75-c29-e25  |   a2-b34-d48-e96  |  a2-c51-d84-e6   |   b3-c36-d19-e5   |
|   a2-b41-c88-d97  |  a1-b75-c29-e42  |   a2-b34-d73-e20  |  a2-c51-d84-e20  |   b3-c36-d19-e11  |
|   a2-b43-c2-d22   |  a1-b75-c29-e51  |   a2-b34-d73-e29  |  a2-c51-d84-e96  |   b3-c36-d19-e37  |
|   a2-b43-c2-d45   |  a1-b75-c29-e75  |   a2-b34-d73-e46  |  a2-c51-d86-e5   |   b3-c36-d19-e81  |
|   a2-b43-c2-d50   |  a1-b75-c29-e86  |   a2-b34-d73-e68  |  a2-c51-d86-e6   |   b3-c36-d21-e5   |
|   a2-b43-c2-d73   |  a1-b75-c29-e92  |   a2-b34-d73-e96  |  a2-c51-d86-e15  |   b3-c36-d21-e11  |
|   a2-b43-c2-d86   |  a1-b75-c29-e94  |   a2-b34-d75-e20  |  a2-c51-d86-e20  |   b3-c36-d21-e37  |
|   a2-b43-c2-d97   |  a1-b75-c32-e21  |   a2-b34-d75-e29  |  a2-c51-d86-e96  |   b3-c36-d21-e81  |
|   a2-b43-c19-d22  |  a1-b75-c32-e51  |   a2-b34-d75-e46  |  a2-c51-d97-e5   |   b3-c36-d23-e11  |
|   a2-b43-c19-d45  |  a1-b75-c32-e75  |   a2-b34-d75-e68  |  a2-c51-d97-e6   |   b3-c36-d23-e37  |
|   a2-b43-c19-d50  |  a1-b75-c32-e86  |   a2-b34-d75-e96  |  a2-c51-d97-e15  |   b3-c36-d23-e81  |
|   a2-b43-c19-d86  |  a1-b75-c32-e92  |   a2-b41-d22-e15  |  a2-c51-d97-e20  |   b3-c36-d37-e5   |
|   a2-b43-c31-d22  |  a1-b75-c32-e94  |   a2-b41-d22-e68  |  a2-c51-d97-e96  |   b3-c36-d37-e11  |
|   a2-b43-c31-d45  |  a1-b75-c50-e21  |   a2-b41-d22-e96  |  a2-c53-d22-e15  |   b3-c36-d37-e37  |
|   a2-b43-c31-d50  |  a1-b75-c50-e42  |   a2-b41-d45-e15  |  a2-c53-d22-e68  |   b3-c36-d53-e5   |
|   a2-b43-c31-d73  |  a1-b75-c50-e51  |   a2-b41-d45-e20  |  a2-c53-d22-e96  |   b3-c36-d53-e11  |
|   a2-b43-c31-d84  |  a1-b75-c50-e75  |   a2-b41-d45-e29  |  a2-c53-d45-e15  |   b3-c36-d53-e37  |
|   a2-b43-c31-d86  |  a1-b75-c50-e86  |   a2-b41-d45-e68  |  a2-c53-d45-e20  |   b3-c36-d53-e81  |
|   a2-b43-c31-d97  |  a1-b75-c50-e92  |   a2-b41-d45-e96  |  a2-c53-d45-e29  |   b3-c36-d82-e5   |
|   a2-b43-c51-d22  |  a1-b75-c50-e94  |   a2-b41-d48-e20  |  a2-c53-d45-e68  |   b3-c36-d82-e11  |
|   a2-b43-c51-d37  |  a1-b75-c55-e21  |   a2-b41-d48-e29  |  a2-c53-d45-e96  |   b3-c36-d82-e37  |
|   a2-b43-c51-d45  |  a1-b75-c55-e51  |   a2-b41-d48-e46  |  a2-c53-d48-e20  |   b3-c36-d82-e81  |
|   a2-b43-c51-d73  |  a1-b75-c55-e75  |   a2-b41-d48-e68  |  a2-c53-d48-e29  |   b3-c36-d87-e5   |
|   a2-b43-c51-d84  |  a1-b75-c55-e94  |   a2-b41-d48-e96  |  a2-c53-d48-e46  |   b3-c36-d87-e11  |
|   a2-b43-c51-d86  |  a1-b75-c56-e25  |   a2-b41-d50-e15  |  a2-c53-d48-e68  |   b3-c36-d87-e37  |
|   a2-b43-c51-d97  |  a1-b75-c56-e51  |   a2-b41-d50-e29  |  a2-c53-d48-e96  |   b3-c36-d87-e81  |
|   a2-b43-c53-d22  |  a1-b75-c56-e75  |   a2-b41-d50-e68  |  a2-c53-d50-e15  |   b3-c36-d97-e5   |
|   a2-b43-c53-d45  |  a1-b75-c72-e21  |   a2-b41-d50-e96  |  a2-c53-d50-e29  |   b3-c36-d97-e11  |
|   a2-b43-c53-d50  |  a1-b75-c72-e25  |   a2-b41-d73-e20  |  a2-c53-d50-e68  |   b3-c36-d97-e37  |
|   a2-b43-c53-d73  |  a1-b75-c72-e42  |   a2-b41-d73-e29  |  a2-c53-d50-e96  |   b3-c51-d19-e5   |
|   a2-b43-c53-d86  |  a1-b75-c72-e51  |   a2-b41-d73-e46  |  a2-c53-d73-e20  |   b3-c51-d19-e6   |
|   a2-b43-c59-d37  |  a1-b75-c72-e75  |   a2-b41-d73-e68  |  a2-c53-d73-e29  |   b3-c51-d19-e11  |
|   a2-b43-c59-d45  |  a1-b75-c72-e86  |   a2-b41-d73-e96  |  a2-c53-d73-e46  |   b3-c51-d19-e37  |
|   a2-b43-c59-d73  |  a1-b75-c72-e92  |   a2-b41-d75-e20  |  a2-c53-d73-e68  |   b3-c51-d21-e5   |
|   a2-b43-c59-d84  |  a1-b75-c72-e94  |   a2-b41-d75-e29  |  a2-c53-d73-e96  |   b3-c51-d21-e6   |
|   a2-b43-c59-d86  |  a1-b75-c75-e21  |   a2-b41-d75-e46  |  a2-c53-d75-e20  |   b3-c51-d21-e11  |
|   a2-b43-c59-d97  |  a1-b75-c75-e25  |   a2-b41-d75-e68  |  a2-c53-d75-e29  |   b3-c51-d21-e37  |
|   a2-b43-c88-d22  |  a1-b75-c75-e42  |   a2-b41-d75-e96  |  a2-c53-d75-e46  |   b3-c51-d37-e5   |
|   a2-b43-c88-d45  |  a1-b75-c75-e51  |   a2-b41-d86-e15  |  a2-c53-d75-e68  |   b3-c51-d37-e6   |
|   a2-b43-c88-d50  |  a1-b75-c75-e75  |   a2-b41-d86-e20  |  a2-c53-d75-e96  |   b3-c51-d37-e11  |
|   a2-b43-c88-d73  |  a1-b75-c75-e86  |   a2-b41-d86-e29  |  a2-c53-d86-e15  |   b3-c51-d37-e37  |
|   a2-b43-c88-d84  |  a1-b75-c75-e92  |   a2-b41-d86-e68  |  a2-c53-d86-e20  |   b3-c51-d53-e5   |
|   a2-b43-c88-d86  |  a1-b75-c75-e94  |   a2-b41-d86-e96  |  a2-c53-d86-e29  |   b3-c51-d53-e6   |
|   a2-b43-c88-d97  |  a1-b75-c80-e21  |   a2-b41-d97-e15  |  a2-c53-d86-e68  |   b3-c51-d53-e11  |
|   a2-b57-c2-d22   |  a1-b75-c80-e25  |   a2-b41-d97-e20  |  a2-c53-d86-e96  |   b3-c51-d53-e37  |
|   a2-b57-c2-d45   |  a1-b75-c80-e42  |   a2-b41-d97-e96  |  a2-c59-d37-e5   |   b3-c51-d82-e5   |
|   a2-b57-c2-d48   |  a1-b75-c80-e51  |   a2-b43-d22-e5   |  a2-c59-d37-e6   |   b3-c51-d82-e6   |
|   a2-b57-c2-d50   |  a1-b75-c80-e75  |   a2-b43-d22-e15  |  a2-c59-d37-e15  |   b3-c51-d82-e11  |
|   a2-b57-c2-d86   |  a1-b75-c80-e86  |   a2-b43-d22-e68  |  a2-c59-d37-e20  |   b3-c51-d82-e37  |
|   a2-b57-c19-d22  |  a1-b75-c80-e92  |   a2-b43-d22-e96  |  a2-c59-d37-e96  |   b3-c51-d87-e5   |
|   a2-b57-c19-d45  |  a1-b75-c80-e94  |   a2-b43-d37-e5   |  a2-c59-d45-e15  |   b3-c51-d87-e6   |
|   a2-b57-c19-d48  |  a1-b78-c14-e25  |   a2-b43-d37-e6   |  a2-c59-d45-e20  |   b3-c51-d87-e11  |
|   a2-b57-c19-d50  |  a1-b78-c14-e42  |   a2-b43-d37-e15  |  a2-c59-d45-e29  |   b3-c51-d87-e37  |
|   a2-b57-c19-d86  |  a1-b78-c14-e51  |   a2-b43-d37-e20  |  a2-c59-d45-e96  |   b3-c51-d97-e5   |
|   a2-b57-c31-d22  |  a1-b78-c14-e55  |   a2-b43-d37-e96  |  a2-c59-d73-e5   |   b3-c51-d97-e6   |
|   a2-b57-c31-d45  |  a1-b78-c14-e92  |   a2-b43-d45-e15  |  a2-c59-d73-e6   |   b3-c51-d97-e11  |
|   a2-b57-c31-d48  |  a1-b80-c29-e21  |   a2-b43-d45-e20  |  a2-c59-d73-e20  |   b3-c51-d97-e37  |
|   a2-b57-c31-d50  |  a1-b80-c29-e51  |   a2-b43-d45-e29  |  a2-c59-d73-e29  |   b3-c70-d19-e11  |
|   a2-b57-c31-d86  |  a1-b80-c29-e75  |   a2-b43-d45-e68  |  a2-c59-d73-e46  |   b3-c70-d19-e37  |
|   a2-b57-c51-d22  |  a1-b80-c29-e86  |   a2-b43-d45-e96  |  a2-c59-d73-e96  |   b3-c70-d19-e81  |
|   a2-b57-c51-d45  |  a1-b80-c29-e94  |   a2-b43-d50-e15  |  a2-c59-d84-e5   |   b3-c70-d21-e11  |
|   a2-b57-c51-d86  |  a1-b80-c50-e21  |   a2-b43-d50-e29  |  a2-c59-d84-e6   |   b3-c70-d21-e37  |
|   a2-b57-c53-d22  |  a1-b80-c50-e51  |   a2-b43-d50-e68  |  a2-c59-d84-e20  |   b3-c70-d21-e81  |
|   a2-b57-c53-d45  |  a1-b80-c50-e75  |   a2-b43-d50-e96  |  a2-c59-d84-e46  |   b3-c70-d23-e11  |
|   a2-b57-c53-d48  |  a1-b80-c50-e86  |   a2-b43-d73-e5   |  a2-c59-d84-e96  |   b3-c70-d23-e37  |
|   a2-b57-c53-d50  |  a1-b80-c50-e94  |   a2-b43-d73-e6   |  a2-c59-d86-e5   |   b3-c70-d23-e81  |
|   a2-b57-c53-d86  |  a1-b80-c55-e21  |   a2-b43-d73-e20  |  a2-c59-d86-e6   |   b3-c70-d53-e11  |
|   a2-b57-c88-d22  |  a1-b80-c55-e51  |   a2-b43-d73-e29  |  a2-c59-d86-e15  |   b3-c70-d53-e37  |
|   a2-b57-c88-d45  |  a1-b80-c55-e75  |   a2-b43-d73-e46  |  a2-c59-d86-e20  |   b3-c70-d53-e81  |
|   a2-b57-c88-d48  |  a1-b80-c55-e94  |   a2-b43-d73-e68  |  a2-c59-d86-e29  |   b3-c70-d82-e11  |
|   a2-b57-c88-d50  |  a1-b80-c72-e21  |   a2-b43-d73-e96  |  a2-c59-d86-e96  |   b3-c70-d82-e37  |
|   a2-b57-c88-d86  |  a1-b80-c72-e51  |   a2-b43-d84-e5   |  a2-c59-d97-e5   |   b3-c70-d82-e81  |
|   a2-b82-c30-d48  |  a1-b80-c72-e75  |   a2-b43-d84-e6   |  a2-c59-d97-e6   |   b3-c70-d87-e11  |
|   a2-b82-c30-d73  |  a1-b80-c72-e86  |   a2-b43-d84-e20  |  a2-c59-d97-e15  |   b3-c70-d87-e37  |
|   a2-b82-c30-d75  |  a1-b80-c72-e94  |   a2-b43-d84-e46  |  a2-c59-d97-e20  |   b3-c70-d87-e81  |
|   a2-b82-c31-d48  |  a1-b80-c75-e21  |   a2-b43-d84-e96  |  a2-c59-d97-e96  |   b3-c97-d19-e5   |
|   a2-b82-c31-d73  |  a1-b80-c75-e51  |   a2-b43-d86-e5   |  a2-c88-d22-e5   |   b3-c97-d19-e6   |
|   a2-b82-c31-d75  |  a1-b80-c75-e75  |   a2-b43-d86-e6   |  a2-c88-d22-e15  |   b3-c97-d19-e11  |
|   a2-b82-c31-d84  |  a1-b80-c75-e86  |   a2-b43-d86-e15  |  a2-c88-d22-e68  |   b3-c97-d19-e37  |
|   a2-b82-c53-d48  |  a1-b80-c75-e94  |   a2-b43-d86-e20  |  a2-c88-d22-e96  |   b3-c97-d19-e81  |
|   a2-b82-c53-d73  |  a1-b80-c80-e21  |   a2-b43-d86-e29  |  a2-c88-d45-e15  |   b3-c97-d21-e5   |
|   a2-b82-c53-d75  |  a1-b80-c80-e51  |   a2-b43-d86-e68  |  a2-c88-d45-e20  |   b3-c97-d21-e6   |
|   a2-b82-c59-d73  |  a1-b80-c80-e75  |   a2-b43-d86-e96  |  a2-c88-d45-e29  |   b3-c97-d21-e11  |
|   a2-b82-c59-d84  |  a1-b80-c80-e86  |   a2-b43-d97-e5   |  a2-c88-d45-e68  |   b3-c97-d21-e37  |
|   a2-b82-c88-d48  |  a1-b80-c80-e94  |   a2-b43-d97-e6   |  a2-c88-d45-e96  |   b3-c97-d21-e81  |
|   a2-b82-c88-d73  |  a1-b95-c14-e25  |   a2-b43-d97-e15  |  a2-c88-d48-e20  |   b3-c97-d23-e11  |
|   a2-b82-c88-d75  |  a1-b95-c14-e55  |   a2-b43-d97-e20  |  a2-c88-d48-e29  |   b3-c97-d23-e37  |
|   a2-b82-c88-d84  |  a1-b95-c56-e25  |   a2-b43-d97-e96  |  a2-c88-d48-e46  |   b3-c97-d23-e81  |
|   a2-b83-c2-d22   |  a1-b95-c56-e55  |   a2-b57-d22-e15  |  a2-c88-d48-e68  |   b3-c97-d37-e5   |
|   a2-b83-c2-d45   |  a2-b1-c30-e20   |   a2-b57-d22-e68  |  a2-c88-d48-e96  |   b3-c97-d37-e6   |
|   a2-b83-c2-d48   |  a2-b1-c30-e29   |   a2-b57-d22-e96  |  a2-c88-d50-e15  |   b3-c97-d37-e11  |
|   a2-b83-c2-d50   |  a2-b1-c30-e46   |   a2-b57-d45-e15  |  a2-c88-d50-e29  |   b3-c97-d37-e37  |
|   a2-b83-c2-d73   |  a2-b1-c30-e68   |   a2-b57-d45-e29  |  a2-c88-d50-e68  |   b3-c97-d53-e5   |
|   a2-b83-c2-d86   |  a2-b1-c31-e20   |   a2-b57-d45-e68  |  a2-c88-d50-e96  |   b3-c97-d53-e6   |
|   a2-b83-c2-d97   |  a2-b1-c31-e29   |   a2-b57-d45-e96  |  a2-c88-d73-e5   |   b3-c97-d53-e11  |
|   a2-b83-c19-d22  |  a2-b1-c31-e46   |   a2-b57-d48-e29  |  a2-c88-d73-e20  |   b3-c97-d53-e37  |
|   a2-b83-c19-d45  |  a2-b1-c31-e68   |   a2-b57-d48-e68  |  a2-c88-d73-e29  |   b3-c97-d53-e81  |
|   a2-b83-c19-d48  |  a2-b1-c53-e20   |   a2-b57-d48-e96  |  a2-c88-d73-e46  |   b3-c97-d82-e5   |
|   a2-b83-c19-d50  |  a2-b1-c53-e29   |   a2-b57-d50-e15  |  a2-c88-d73-e68  |   b3-c97-d82-e6   |
|   a2-b83-c19-d86  |  a2-b1-c53-e46   |   a2-b57-d50-e29  |  a2-c88-d73-e96  |   b3-c97-d82-e11  |
|   a2-b83-c31-d22  |  a2-b1-c53-e68   |   a2-b57-d50-e68  |  a2-c88-d75-e20  |   b3-c97-d82-e37  |
|   a2-b83-c31-d45  |  a2-b1-c88-e20   |   a2-b57-d50-e96  |  a2-c88-d75-e29  |   b3-c97-d82-e81  |
|   a2-b83-c31-d48  |  a2-b1-c88-e29   |   a2-b57-d86-e15  |  a2-c88-d75-e46  |   b3-c97-d87-e5   |
|   a2-b83-c31-d50  |  a2-b1-c88-e46   |   a2-b57-d86-e29  |  a2-c88-d75-e68  |   b3-c97-d87-e6   |
|   a2-b83-c31-d73  |  a2-b1-c88-e68   |   a2-b57-d86-e68  |  a2-c88-d75-e96  |   b3-c97-d87-e11  |
|   a2-b83-c31-d86  |   a2-b7-c2-e5    |   a2-b57-d86-e96  |  a2-c88-d84-e5   |   b3-c97-d87-e37  |
|   a2-b83-c31-d97  |   a2-b7-c2-e20   |   a2-b82-d48-e20  |  a2-c88-d84-e20  |   b3-c97-d87-e81  |
|   a2-b83-c51-d22  |   a2-b7-c2-e29   |   a2-b82-d48-e29  |  a2-c88-d84-e46  |   b3-c97-d97-e5   |
|   a2-b83-c51-d45  |   a2-b7-c2-e68   |   a2-b82-d48-e46  |  a2-c88-d84-e96  |   b3-c97-d97-e6   |
|   a2-b83-c51-d73  |   a2-b7-c2-e96   |   a2-b82-d48-e96  |  a2-c88-d86-e5   |   b3-c97-d97-e11  |
|   a2-b83-c51-d86  |  a2-b7-c30-e20   |   a2-b82-d73-e20  |  a2-c88-d86-e15  |   b3-c97-d97-e37  |
|   a2-b83-c51-d97  |  a2-b7-c30-e29   |   a2-b82-d73-e29  |  a2-c88-d86-e20  |   b4-c11-d2-e70   |
|   a2-b83-c53-d22  |  a2-b7-c30-e46   |   a2-b82-d73-e46  |  a2-c88-d86-e29  |   b4-c11-d3-e31   |
|   a2-b83-c53-d45  |  a2-b7-c30-e68   |   a2-b82-d73-e96  |  a2-c88-d86-e68  |   b4-c11-d3-e70   |
|   a2-b83-c53-d48  |   a2-b7-c31-e5   |   a2-b82-d75-e20  |  a2-c88-d86-e96  |   b4-c11-d3-e74   |
|   a2-b83-c53-d50  |  a2-b7-c31-e20   |   a2-b82-d75-e29  |  a2-c88-d97-e5   |   b4-c11-d27-e31  |
|   a2-b83-c53-d73  |  a2-b7-c31-e29   |   a2-b82-d75-e46  |  a2-c88-d97-e15  |   b4-c11-d27-e74  |
|   a2-b83-c53-d86  |  a2-b7-c31-e46   |   a2-b82-d75-e96  |  a2-c88-d97-e20  |   b4-c11-d47-e70  |
|   a2-b83-c59-d45  |  a2-b7-c31-e68   |   a2-b82-d84-e20  |  a2-c88-d97-e96  |   b4-c26-d2-e16   |
|   a2-b83-c59-d73  |  a2-b7-c31-e96   |   a2-b82-d84-e46  |  a3-c35-d18-e13  |   b4-c26-d2-e38   |
|   a2-b83-c59-d86  |   a2-b7-c51-e5   |   a2-b82-d84-e96  |  a3-c35-d18-e22  |   b4-c26-d2-e70   |
|   a2-b83-c59-d97  |   a2-b7-c51-e6   |   a2-b83-d22-e5   |  a3-c35-d18-e44  |   b4-c26-d3-e31   |
|   a2-b83-c88-d22  |  a2-b7-c51-e20   |   a2-b83-d22-e15  |  a3-c35-d18-e47  |   b4-c26-d3-e70   |
|   a2-b83-c88-d45  |  a2-b7-c51-e96   |   a2-b83-d22-e68  |  a3-c35-d31-e13  |   b4-c26-d3-e74   |
|   a2-b83-c88-d48  |  a2-b7-c53-e20   |   a2-b83-d22-e96  |  a3-c35-d31-e22  |   b4-c26-d27-e31  |
|   a2-b83-c88-d50  |  a2-b7-c53-e29   |   a2-b83-d45-e15  |  a3-c35-d31-e44  |   b4-c26-d27-e74  |
|   a2-b83-c88-d73  |  a2-b7-c53-e46   |   a2-b83-d45-e20  |  a3-c35-d31-e47  |   b4-c26-d47-e16  |
|   a2-b83-c88-d86  |  a2-b7-c53-e68   |   a2-b83-d45-e29  |  a3-c35-d63-e13  |   b4-c26-d47-e38  |
|   a2-b83-c88-d97  |  a2-b7-c53-e96   |   a2-b83-d45-e68  |  a3-c35-d63-e22  |   b4-c26-d47-e70  |
|   a2-b90-c30-d45  |   a2-b7-c59-e5   |   a2-b83-d45-e96  |  a3-c35-d63-e44  |   b4-c34-d2-e16   |
|   a2-b90-c30-d48  |   a2-b7-c59-e6   |   a2-b83-d48-e20  |  a3-c35-d63-e47  |   b4-c34-d2-e38   |
|   a2-b90-c30-d73  |  a2-b7-c59-e20   |   a2-b83-d48-e29  |  a3-c35-d66-e22  |   b4-c34-d2-e39   |
|   a2-b90-c30-d75  |  a2-b7-c59-e29   |   a2-b83-d48-e68  |  a3-c35-d66-e44  |   b4-c34-d2-e43   |
|   a2-b90-c31-d45  |  a2-b7-c59-e46   |   a2-b83-d48-e96  |  a3-c37-d14-e3   |   b4-c34-d2-e56   |
|   a2-b90-c31-d48  |  a2-b7-c59-e96   |   a2-b83-d50-e15  |  a3-c37-d14-e22  |   b4-c34-d2-e70   |
|   a2-b90-c31-d73  |   a2-b7-c88-e5   |   a2-b83-d50-e29  |  a3-c37-d60-e3   |   b4-c34-d2-e73   |
|   a2-b90-c31-d75  |  a2-b7-c88-e20   |   a2-b83-d50-e68  |  a3-c37-d60-e22  |   b4-c34-d3-e55   |
|   a2-b90-c53-d45  |  a2-b7-c88-e29   |   a2-b83-d50-e96  |  a3-c37-d66-e3   |   b4-c34-d3-e70   |
|   a2-b90-c53-d48  |  a2-b7-c88-e46   |   a2-b83-d73-e5   |  a3-c37-d66-e22  |   b4-c34-d47-e16  |
|   a2-b90-c53-d73  |  a2-b7-c88-e68   |   a2-b83-d73-e20  |  a3-c37-d66-e44  |   b4-c34-d47-e38  |
|   a2-b90-c53-d75  |  a2-b7-c88-e96   |   a2-b83-d73-e29  |  a3-c37-d94-e3   |   b4-c34-d47-e39  |
|   a2-b90-c88-d45  |  a2-b27-c51-e5   |   a2-b83-d73-e68  |  a3-c37-d94-e22  |   b4-c34-d47-e43  |
|   a2-b90-c88-d48  |  a2-b27-c51-e6   |   a2-b83-d73-e96  |  a3-c39-d14-e22  |   b4-c34-d47-e56  |
|   a2-b90-c88-d73  |  a2-b27-c51-e20  |   a2-b83-d86-e5   |  a3-c39-d18-e13  |   b4-c34-d47-e70  |
|   a2-b90-c88-d75  |  a2-b27-c51-e96  |   a2-b83-d86-e15  |  a3-c39-d18-e22  |   b4-c49-d2-e16   |
|   a2-b93-c2-d22   |  a2-b27-c59-e5   |   a2-b83-d86-e20  |  a3-c39-d18-e44  |   b4-c49-d2-e38   |
|   a2-b93-c2-d45   |  a2-b27-c59-e6   |   a2-b83-d86-e29  |  a3-c39-d18-e47  |   b4-c49-d2-e39   |
|   a2-b93-c2-d50   |  a2-b27-c59-e20  |   a2-b83-d86-e68  |  a3-c39-d31-e13  |   b4-c49-d2-e43   |
|   a2-b93-c2-d73   |  a2-b27-c59-e46  |   a2-b83-d86-e96  |  a3-c39-d31-e22  |   b4-c49-d2-e56   |
|   a2-b93-c2-d86   |  a2-b27-c59-e96  |   a2-b83-d97-e5   |  a3-c39-d31-e44  |   b4-c49-d2-e70   |
|   a2-b93-c2-d97   |  a2-b27-c88-e5   |   a2-b83-d97-e15  |  a3-c39-d31-e47  |   b4-c49-d2-e73   |
|   a2-b93-c19-d22  |  a2-b27-c88-e20  |   a2-b83-d97-e20  |  a3-c39-d63-e13  |   b4-c49-d47-e16  |
|   a2-b93-c19-d45  |  a2-b27-c88-e46  |   a2-b83-d97-e96  |  a3-c39-d63-e22  |   b4-c49-d47-e38  |
|   a2-b93-c19-d50  |  a2-b27-c88-e96  |   a2-b90-d45-e20  |  a3-c39-d63-e44  |   b4-c49-d47-e39  |
|   a2-b93-c19-d86  |  a2-b34-c30-e20  |   a2-b90-d45-e29  |  a3-c39-d63-e47  |   b4-c49-d47-e43  |
|   a2-b93-c31-d22  |  a2-b34-c30-e29  |   a2-b90-d45-e68  |  a3-c39-d66-e22  |   b4-c49-d47-e56  |
|   a2-b93-c31-d45  |  a2-b34-c30-e46  |   a2-b90-d45-e96  |  a3-c39-d66-e44  |   b4-c49-d47-e70  |
|   a2-b93-c31-d50  |  a2-b34-c30-e68  |   a2-b90-d48-e20  |  a3-c39-d94-e22  |   b4-c58-d3-e31   |
|   a2-b93-c31-d73  |  a2-b34-c31-e20  |   a2-b90-d48-e29  |  a3-c42-d14-e3   |   b4-c58-d3-e55   |
|   a2-b93-c31-d84  |  a2-b34-c31-e29  |   a2-b90-d48-e46  |  a3-c42-d14-e22  |   b4-c58-d3-e74   |
|   a2-b93-c31-d86  |  a2-b34-c31-e46  |   a2-b90-d48-e68  |  a3-c42-d31-e22  |   b4-c58-d27-e31  |
|   a2-b93-c31-d97  |  a2-b34-c31-e68  |   a2-b90-d48-e96  |  a3-c42-d60-e3   |   b4-c58-d27-e55  |
|   a2-b93-c51-d22  |  a2-b34-c31-e96  |   a2-b90-d73-e20  |  a3-c42-d60-e22  |   b4-c58-d27-e74  |
