+--------------+---------------+--------------+--------------+--------------+--------------+---------------+--------------+---------------+--------------+
|    a-b-c     |     a-b-d     |    a-b-e     |    a-c-d     |    a-c-e     |    a-d-e     |     b-c-d     |    b-c-e     |     b-d-e     |    c-d-e     |
| a18-b41-c28  |  a19-b27-d73  | a18-b61-e97  | a18-c45-d43  | a15-c49-e41  |  a19-d73-e5  |  b21-c92-d91  | b18-c41-e16  |  b20-d99-e12  | c20-d20-e89  |
| a18-b41-c53  |  a19-b27-d84  | a18-b85-e45  | a18-c45-d50  | a15-c49-e43  |  a19-d73-e6  |   b22-c6-d28  | b18-c41-e38  |  b20-d99-e41  | c20-d20-e93  |
| a18-b41-c81  |  a19-b27-d86  | a18-b85-e97  | a18-c53-d13  | a15-c49-e72  | a19-d73-e20  |   b22-c6-d54  | b18-c41-e39  |  b20-d99-e69  | c20-d29-e26  |
|  a18-b57-c2  |  a19-b27-d97  | a18-b100-e68 | a18-c53-d22  | a15-c49-e90  | a19-d73-e46  |   b22-c6-d83  | b18-c41-e43  |   b21-d5-e26  | c20-d29-e87  |
| a18-b57-c19  |  a19-b43-d37  | a18-b100-e97 | a18-c53-d45  | a15-c61-e36  | a19-d73-e84  |  b22-c27-d49  | b18-c41-e56  |   b21-d5-e87  | c20-d29-e89  |
| a18-b57-c28  |  a19-b43-d73  |  a19-b7-e2   | a18-c53-d48  | a15-c61-e41  | a19-d73-e96  |  b22-c47-d28  | b18-c41-e69  |   b21-d5-e89  | c20-d29-e93  |
| a18-b57-c53  |  a19-b43-d84  |  a19-b7-e5   | a18-c53-d50  | a15-c61-e52  |  a19-d84-e2  |  b22-c47-d54  | b18-c41-e70  |   b21-d5-e93  |  c20-d56-e7  |
| a18-b57-c81  |  a19-b43-d86  |  a19-b7-e6   | a18-c53-d65  | a15-c61-e54  |  a19-d84-e5  |  b22-c47-d77  | b18-c41-e72  |   b21-d15-e7  | c20-d56-e62  |
|  a18-b61-c9  |  a19-b43-d97  |  a19-b7-e20  | a18-c81-d13  | a15-c61-e64  |  a19-d84-e6  |  b22-c47-d83  | b18-c49-e16  |  b21-d15-e26  | c20-d56-e89  |
| a18-b61-c10  |  a19-b93-d37  |  a19-b7-e46  | a18-c81-d22  | a15-c61-e72  | a19-d84-e20  |  b22-c63-d28  | b18-c49-e38  |  b21-d15-e62  | c20-d74-e26  |
| a18-b61-c12  |  a19-b93-d73  |  a19-b7-e84  | a18-c81-d43  | a15-c61-e90  | a19-d84-e46  |  b22-c63-d46  | b18-c49-e39  |  b21-d15-e87  | c20-d74-e87  |
| a18-b61-c45  |  a19-b93-d84  |  a19-b7-e96  | a18-c81-d45  | a15-c73-e36  | a19-d84-e84  |  b22-c63-d49  | b18-c49-e43  |  b21-d15-e89  | c20-d74-e93  |
| a18-b61-c81  |  a19-b93-d86  |  a19-b27-e2  | a18-c81-d48  | a15-c73-e41  | a19-d84-e96  |  b22-c63-d69  | b18-c49-e56  |  b21-d15-e93  |  c20-d91-e7  |
|  a18-b85-c9  |  a19-b93-d97  |  a19-b27-e5  | a18-c81-d49  | a15-c73-e52  |  a19-d86-e5  |  b22-c63-d77  | b18-c49-e70  |   b21-d20-e7  | c20-d91-e26  |
| a18-b85-c10  |   a20-b5-d6   |  a19-b27-e6  | a18-c81-d50  | a15-c73-e54  |  a19-d86-e6  |  b22-c63-d83  | b18-c49-e72  |  b21-d20-e26  | c20-d91-e62  |
| a18-b85-c12  |   a20-b5-d33  | a19-b27-e20  | a18-c81-d65  | a15-c73-e64  | a19-d86-e11  |  b22-c69-d49  | b18-c49-e73  |  b21-d20-e62  | c20-d91-e87  |
| a18-b85-c45  |   a20-b5-d67  | a19-b27-e46  | a18-c81-d70  | a15-c73-e72  | a19-d86-e20  |  b22-c74-d46  | b18-c66-e16  |  b21-d20-e87  | c20-d91-e89  |
| a18-b85-c81  |   a20-b15-d6  | a19-b27-e84  | a18-c81-d93  | a15-c73-e90  | a19-d86-e96  |  b22-c74-d49  | b18-c66-e34  |  b21-d20-e89  | c20-d91-e93  |
| a18-b100-c2  |  a20-b15-d33  | a19-b27-e96  | a18-c86-d13  | a15-c82-e33  |  a19-d97-e5  |  b22-c74-d69  | b18-c66-e38  |  b21-d20-e93  | c20-d92-e26  |
| a18-b100-c9  |  a20-b15-d67  |  a19-b43-e5  | a18-c86-d48  | a15-c82-e52  |  a19-d97-e6  |  b22-c76-d46  | b18-c66-e39  |   b21-d56-e7  | c20-d92-e87  |
| a18-b100-c12 |   a20-b61-d6  |  a19-b43-e6  | a18-c86-d65  | a15-c82-e54  | a19-d97-e11  |  b22-c76-d49  | b18-c66-e56  |  b21-d56-e62  | c20-d92-e89  |
| a18-b100-c19 |  a20-b61-d33  | a19-b43-e11  | a18-c86-d70  | a15-c82-e64  | a19-d97-e20  |  b22-c76-d69  | b18-c66-e70  |  b21-d56-e89  | c20-d92-e93  |
| a18-b100-c28 |  a20-b61-d43  | a19-b43-e20  | a18-c86-d93  | a15-c82-e90  | a19-d97-e96  |  b22-c89-d46  | b18-c84-e16  |   b21-d91-e7  |  c21-d3-e4   |
| a18-b100-c53 |  a20-b61-d67  | a19-b43-e46  | a18-c89-d13  | a15-c84-e36  |  a20-d6-e88  |  b22-c89-d49  | b18-c84-e38  |  b21-d91-e26  |  c21-d3-e31  |
| a18-b100-c81 |   a20-b85-d6  | a19-b43-e96  | a18-c89-d49  | a15-c84-e39  |  a20-d6-e99  |  b22-c89-d69  | b18-c84-e39  |  b21-d91-e62  |  c21-d3-e55  |
|  a19-b7-c3   |  a20-b85-d33  |  a19-b93-e5  | a18-c89-d65  | a15-c84-e41  | a20-d33-e88  |  b22-c98-d46  | b18-c84-e43  |  b21-d91-e87  |  c21-d3-e67  |
|  a19-b7-c51  |  a20-b85-d43  |  a19-b93-e6  | a18-c89-d70  | a15-c84-e43  | a20-d33-e99  |  b22-c98-d49  | b18-c84-e56  |  b21-d91-e89  |  c21-d3-e74  |
|  a19-b7-c59  |  a20-b85-d67  | a19-b93-e11  | a18-c89-d93  | a15-c84-e72  | a20-d43-e48  |  b22-c98-d69  | b18-c84-e69  |  b21-d91-e93  |  c21-d27-e4  |
|  a19-b7-c88  |   a21-b4-d3   | a19-b93-e20  |  a19-c3-d73  | a15-c84-e90  | a20-d43-e88  |  b22-c99-d28  | b18-c84-e72  |   b22-d28-e9  | c21-d27-e31  |
|  a19-b27-c3  |   a21-b6-d3   | a19-b93-e96  |  a19-c3-d84  | a15-c86-e36  | a20-d43-e97  |  b22-c99-d46  |  b19-c1-e4   |  b22-d28-e12  | c21-d27-e40  |
| a19-b27-c51  |   a21-b6-d41  |  a20-b5-e88  | a19-c51-d37  | a15-c86-e41  | a20-d43-e99  |  b22-c99-d54  |  b19-c1-e31  |  b22-d28-e98  | c21-d27-e55  |
| a19-b27-c59  |   a21-b6-d68  |  a20-b5-e99  | a19-c51-d73  | a15-c86-e52  | a20-d67-e88  |  b22-c99-d69  |  b19-c1-e40  |  b22-d46-e12  | c21-d27-e67  |
| a19-b27-c88  |   a21-b6-d98  | a20-b15-e88  | a19-c51-d84  | a15-c86-e64  | a20-d67-e99  |  b22-c99-d77  |  b19-c1-e67  |  b22-d46-e24  | c21-d27-e74  |
| a19-b43-c51  |  a21-b16-d41  | a20-b15-e99  | a19-c51-d86  | a16-c16-e38  |  a21-d3-e25  |  b22-c99-d83  |  b19-c1-e74  |  b22-d46-e45  |  c21-d38-e4  |
| a19-b43-c59  |  a21-b16-d68  | a20-b61-e88  | a19-c51-d97  | a16-c16-e39  |  a21-d3-e31  |  b23-c14-d26  |  b19-c5-e4   |  b22-d49-e12  | c21-d38-e31  |
| a19-b43-c88  |  a21-b16-d98  | a20-b61-e97  | a19-c59-d37  | a16-c16-e43  |  a21-d3-e55  |  b23-c14-d41  |  b19-c5-e31  |  b22-d49-e24  | c21-d38-e40  |
| a19-b93-c51  |  a21-b36-d41  | a20-b61-e99  | a19-c59-d73  | a16-c16-e56  |  a21-d3-e70  |   b23-c22-d1  |  b19-c5-e67  |  b22-d49-e45  | c21-d38-e67  |
| a19-b93-c59  |  a21-b36-d68  | a20-b85-e88  | a19-c59-d84  | a16-c16-e70  | a21-d41-e25  |  b23-c22-d16  |  b19-c5-e74  |  b22-d49-e58  | c21-d38-e74  |
| a19-b93-c88  |  a21-b36-d98  | a20-b85-e97  | a19-c59-d86  | a16-c16-e72  | a21-d41-e42  |  b23-c22-d26  |  b19-c11-e4  |  b22-d49-e100 |  c21-d76-e4  |
|  a20-b5-c45  |   a21-b44-d3  | a20-b85-e99  | a19-c59-d97  | a16-c26-e16  | a21-d41-e55  |  b23-c22-d55  | b19-c11-e31  |   b22-d54-e9  | c21-d76-e31  |
|  a20-b5-c77  |  a21-b44-d41  |  a21-b4-e31  | a19-c88-d73  | a16-c26-e38  | a21-d68-e25  |  b23-c22-d88  | b19-c11-e40  |  b22-d54-e12  | c21-d76-e40  |
| a20-b15-c77  |  a21-b44-d68  |  a21-b4-e38  | a19-c88-d84  | a16-c26-e70  | a21-d68-e31  |   b23-c29-d1  | b19-c11-e67  |  b22-d54-e57  | c21-d76-e67  |
| a20-b61-c45  |  a21-b44-d98  |  a21-b4-e39  | a19-c88-d86  | a16-c34-e16  | a21-d68-e42  |  b23-c29-d16  | b19-c11-e74  |  b22-d54-e91  | c21-d76-e74  |
| a20-b61-c77  |  a21-b75-d41  |  a21-b4-e43  | a19-c88-d97  | a16-c34-e38  | a21-d68-e55  |  b23-c29-d26  |  b19-c21-e4  |  b22-d54-e98  | c21-d89-e31  |
| a20-b85-c45  |   a21-b98-d3  |  a21-b4-e55  | a20-c45-d33  | a16-c34-e39  | a21-d98-e25  |  b23-c29-d55  | b19-c21-e31  |   b22-d69-e9  | c21-d89-e55  |
| a20-b85-c77  |  a21-b98-d41  |  a21-b4-e56  | a20-c45-d43  | a16-c34-e43  | a21-d98-e31  |  b23-c29-d88  | b19-c21-e40  |  b22-d69-e12  | c21-d89-e67  |
| a20-b85-c87  |  a21-b98-d68  |  a21-b4-e70  | a20-c45-d67  | a16-c34-e56  | a21-d98-e42  |   b23-c32-d1  | b19-c21-e67  |  b22-d69-e24  | c21-d89-e74  |
|  a21-b4-c16  |  a21-b98-d98  |  a21-b4-e73  |  a20-c77-d6  | a16-c34-e70  | a21-d98-e55  |  b23-c32-d16  | b19-c21-e74  |  b22-d69-e45  | c21-d98-e31  |
|  a21-b4-c34  |   a22-b5-d33  |  a21-b6-e25  | a20-c77-d33  | a16-c41-e16  | a22-d22-e68  |  b23-c32-d26  |  b19-c48-e4  |  b22-d69-e98  | c21-d98-e55  |
|  a21-b4-c49  |   a22-b5-d49  |  a21-b6-e42  | a20-c77-d67  | a16-c41-e38  | a22-d22-e97  |  b23-c32-d55  | b19-c48-e31  |   b22-d77-e9  | c21-d98-e67  |
|  a21-b4-c56  |   a22-b5-d67  |  a21-b6-e55  | a20-c87-d33  | a16-c41-e39  | a22-d33-e88  |  b23-c32-d88  | b19-c48-e40  |  b22-d77-e12  | c21-d98-e74  |
|  a21-b4-c58  |  a22-b57-d22  |  a21-b6-e73  | a20-c87-d43  | a16-c41-e43  | a22-d33-e99  |   b23-c50-d1  | b19-c48-e67  |  b22-d77-e98  |  c22-d1-e21  |
|  a21-b6-c14  |  a22-b57-d43  | a21-b16-e25  | a21-c14-d41  | a16-c41-e56  | a22-d43-e68  |  b23-c50-d16  | b19-c48-e74  |   b22-d83-e9  |  c22-d1-e75  |
|  a21-b6-c34  |  a22-b57-d45  | a21-b16-e42  | a21-c14-d68  | a16-c41-e69  | a22-d43-e88  |  b23-c50-d26  |  b19-c52-e4  |  b22-d83-e12  |  c22-d1-e86  |
|  a21-b6-c56  |  a22-b57-d50  | a21-b16-e55  | a21-c14-d98  | a16-c41-e70  | a22-d43-e97  |  b23-c50-d55  | b19-c52-e40  |  b22-d83-e98  |  c22-d1-e94  |
|  a21-b6-c58  |  a22-b57-d65  | a21-b32-e38  |  a21-c34-d3  | a16-c41-e72  | a22-d43-e99  |  b23-c50-d88  | b19-c52-e67  |   b23-d1-e21  | c22-d16-e21  |
| a21-b16-c14  |  a22-b61-d33  | a21-b32-e39  | a21-c34-d98  | a16-c49-e16  | a22-d45-e68  |   b23-c55-d1  | b19-c52-e74  |   b23-d1-e51  | c22-d16-e75  |
| a21-b16-c56  |  a22-b61-d43  | a21-b32-e43  |  a21-c58-d3  | a16-c49-e38  | a22-d45-e97  |  b23-c55-d16  | b19-c58-e31  |   b23-d1-e75  | c22-d16-e78  |
| a21-b32-c16  |  a22-b61-d49  | a21-b32-e56  | a21-c58-d41  | a16-c49-e39  | a22-d49-e45  |  b23-c55-d26  | b19-c58-e67  |   b23-d1-e86  | c22-d16-e86  |
| a21-b32-c34  |  a22-b61-d65  | a21-b32-e70  | a21-c58-d68  | a16-c49-e43  | a22-d50-e68  |  b23-c55-d88  | b19-c58-e74  |   b23-d1-e92  | c22-d16-e94  |
| a21-b32-c49  |  a22-b61-d67  | a21-b32-e73  | a21-c58-d98  | a16-c49-e56  | a22-d50-e97  |   b23-c72-d1  |  b19-c68-e4  |   b23-d1-e94  | c22-d17-e21  |
| a21-b32-c56  |  a22-b61-d93  | a21-b36-e25  |  a22-c9-d49  | a16-c49-e70  | a22-d65-e45  |  b23-c72-d16  | b19-c68-e31  |  b23-d16-e21  | c22-d17-e75  |
| a21-b36-c14  |  a22-b85-d33  | a21-b36-e42  |  a22-c9-d50  | a16-c49-e72  | a22-d65-e68  |  b23-c72-d26  | b19-c68-e40  |  b23-d16-e51  | c22-d17-e78  |
| a21-b36-c56  |  a22-b85-d43  | a21-b36-e55  |  a22-c9-d65  | a16-c66-e16  | a22-d65-e97  |  b23-c72-d41  | b19-c68-e67  |  b23-d16-e75  | c22-d17-e94  |
| a21-b44-c14  |  a22-b85-d49  | a21-b44-e25  |  a22-c9-d93  | a16-c66-e38  | a22-d67-e88  |  b23-c72-d55  | b19-c68-e74  |  b23-d16-e86  | c22-d17-e95  |
| a21-b44-c34  |  a22-b85-d50  | a21-b44-e31  | a22-c10-d49  | a16-c66-e39  | a22-d67-e99  |  b23-c72-d88  |  b19-c93-e4  |  b23-d16-e94  | c22-d26-e21  |
| a21-b44-c56  |  a22-b85-d65  | a21-b44-e42  | a22-c10-d65  | a16-c66-e56  | a22-d93-e45  |   b23-c75-d1  | b19-c93-e40  |  b23-d26-e21  | c22-d26-e75  |
| a21-b44-c58  |  a22-b85-d67  | a21-b44-e55  | a22-c10-d93  | a16-c66-e70  | a22-d93-e68  |  b23-c75-d16  | b19-c93-e67  |  b23-d26-e25  | c22-d26-e86  |
| a21-b46-c16  |  a22-b85-d93  | a21-b44-e70  | a22-c12-d49  | a16-c84-e16  | a23-d22-e15  |  b23-c75-d26  |  b20-c47-e9  |  b23-d26-e42  | c22-d26-e94  |
| a21-b46-c34  |  a23-b57-d22  | a21-b44-e73  | a22-c12-d50  | a16-c84-e38  | a23-d22-e48  |  b23-c75-d55  | b20-c47-e12  |  b23-d26-e51  | c22-d52-e86  |
| a21-b46-c49  |  a23-b57-d43  | a21-b46-e39  | a22-c12-d65  | a16-c84-e39  | a23-d22-e68  |  b23-c75-d88  | b20-c47-e69  |  b23-d26-e75  | c22-d52-e94  |
| a21-b46-c56  |  a23-b57-d45  | a21-b46-e43  | a22-c12-d93  | a16-c84-e43  | a23-d22-e97  |   b23-c80-d1  | b20-c47-e98  |  b23-d26-e86  | c22-d55-e21  |
| a21-b53-c16  |  a23-b57-d50  | a21-b46-e56  | a22-c19-d22  | a16-c84-e56  | a23-d33-e88  |  b23-c80-d16  |  b20-c63-e9  |  b23-d26-e92  | c22-d55-e86  |
| a21-b53-c34  |  a23-b57-d65  | a21-b46-e73  | a22-c19-d43  | a16-c84-e69  | a23-d33-e99  |  b23-c80-d26  | b20-c63-e12  |  b23-d26-e94  | c22-d55-e94  |
| a21-b53-c49  |  a23-b61-d33  | a21-b53-e38  | a22-c19-d45  | a16-c84-e72  | a23-d43-e15  |  b23-c80-d41  | b20-c63-e24  |  b23-d41-e25  | c22-d88-e21  |
| a21-b53-c56  |  a23-b61-d43  | a21-b53-e39  | a22-c19-d50  | a17-c45-e48  | a23-d43-e48  |  b23-c80-d55  | b20-c63-e36  |  b23-d41-e42  | c22-d88-e75  |
| a21-b75-c14  |  a23-b61-d65  | a21-b53-e43  | a22-c19-d65  | a17-c45-e88  | a23-d43-e68  |  b23-c80-d88  | b20-c63-e41  |  b23-d41-e51  | c22-d88-e78  |
| a21-b75-c56  |  a23-b61-d93  | a21-b53-e56  | a22-c28-d45  | a17-c45-e97  | a23-d43-e88  |  b24-c33-d28  | b20-c63-e98  |  b23-d41-e75  | c22-d88-e86  |
| a21-b95-c14  |  a23-b83-d22  | a21-b53-e70  | a22-c28-d50  | a17-c45-e99  | a23-d43-e97  |  b24-c33-d72  |  b20-c74-e9  |  b23-d41-e92  | c22-d88-e94  |
| a21-b95-c16  |  a23-b83-d43  | a21-b53-e73  | a22-c28-d65  | a17-c77-e88  | a23-d43-e99  |  b24-c33-d95  | b20-c74-e12  |  b23-d55-e21  |  c23-d10-e3  |
| a21-b95-c34  |  a23-b83-d45  | a21-b75-e25  | a22-c28-d93  | a17-c77-e99  | a23-d45-e15  |  b24-c41-d77  | b20-c74-e24  |  b23-d55-e86  | c23-d10-e17  |
| a21-b95-c49  |  a23-b83-d50  | a21-b75-e42  | a22-c45-d22  | a17-c87-e48  | a23-d45-e68  |  b24-c41-d85  | b20-c74-e98  |  b23-d55-e92  | c23-d10-e77  |
| a21-b95-c56  |  a23-b83-d65  | a21-b95-e25  | a22-c45-d33  | a17-c87-e88  | a23-d45-e97  |  b24-c41-d95  |  b20-c76-e9  |  b23-d55-e94  |  c23-d14-e3  |
| a21-b98-c58  |  a23-b83-d90  | a21-b95-e39  | a22-c45-d43  | a17-c87-e97  | a23-d50-e15  |  b24-c41-d99  | b20-c76-e12  |  b23-d88-e21  | c23-d14-e14  |
|  a22-b5-c45  |  a23-b85-d33  | a21-b95-e43  | a22-c45-d50  | a17-c87-e99  | a23-d50-e68  |  b24-c47-d28  | b20-c76-e24  |  b23-d88-e51  | c23-d14-e77  |
|  a22-b5-c77  |  a23-b85-d43  | a21-b95-e55  | a22-c45-d67  |  a18-c2-e68  | a23-d50-e97  |  b24-c47-d77  | b20-c76-e98  |  b23-d88-e75  | c23-d25-e17  |
| a22-b57-c19  |  a23-b85-d50  | a21-b95-e56  | a22-c77-d33  |  a18-c2-e97  | a23-d65-e68  |  b24-c47-d83  | b20-c84-e36  |  b23-d88-e86  | c23-d25-e77  |
| a22-b57-c28  |  a23-b85-d65  | a21-b95-e73  | a22-c77-d67  |  a18-c9-e24  | a23-d65-e97  |  b24-c47-d95  | b20-c84-e41  |  b23-d88-e94  |  c23-d60-e3  |
| a22-b57-c81  |  a23-b85-d93  | a21-b98-e25  | a22-c81-d22  |  a18-c9-e36  | a23-d90-e15  |  b24-c47-d99  | b20-c84-e69  |   b24-d28-e8  | c23-d60-e77  |
|  a22-b61-c9  |  a24-b14-d46  | a21-b98-e31  | a22-c81-d43  |  a18-c9-e45  | a23-d90-e48  |  b24-c63-d28  | b20-c86-e24  |  b24-d28-e28  | c23-d79-e14  |
| a22-b61-c10  |  a24-b14-d69  | a21-b98-e42  | a22-c81-d45  |  a18-c9-e68  | a23-d90-e97  |  b24-c63-d77  | b20-c86-e36  |  b24-d28-e69  | c23-d79-e66  |
| a22-b61-c12  |  a24-b17-d28  | a21-b98-e55  | a22-c81-d49  | a18-c10-e24  | a23-d93-e68  |  b24-c63-d83  | b20-c86-e41  |  b24-d28-e71  |  c23-d94-e3  |
| a22-b61-c45  |  a24-b17-d54  |  a22-b5-e88  | a22-c81-d50  | a18-c10-e36  |  a24-d28-e8  |  b24-c63-d85  | b20-c89-e12  |   b24-d72-e8  | c23-d94-e17  |
| a22-b61-c77  |  a24-b17-d77  |  a22-b5-e99  | a22-c81-d65  | a18-c10-e45  |  a24-d28-e9  |  b24-c63-d95  | b20-c89-e24  |  b24-d72-e28  | c23-d94-e77  |
| a22-b61-c81  |  a24-b17-d83  | a22-b57-e68  | a22-c81-d93  | a18-c10-e68  | a24-d28-e12  |  b24-c63-d99  | b20-c89-e36  |  b24-d72-e69  | c24-d10-e17  |
|  a22-b85-c9  |  a24-b17-d95  | a22-b57-e97  | a22-c87-d22  | a18-c12-e24  | a24-d28-e69  |  b24-c84-d77  | b20-c89-e41  |  b24-d72-e71  | c24-d10-e77  |
| a22-b85-c10  |  a24-b17-d99  | a22-b61-e45  | a22-c87-d33  | a18-c12-e36  | a24-d28-e71  |  b24-c84-d85  |  b20-c98-e9  |   b24-d77-e8  | c24-d25-e17  |
| a22-b85-c12  |  a24-b20-d28  | a22-b61-e88  | a22-c87-d43  | a18-c12-e45  | a24-d28-e98  |  b24-c84-d95  | b20-c98-e12  |  b24-d77-e69  | c24-d25-e77  |
| a22-b85-c45  |  a24-b20-d46  | a22-b61-e97  |  a23-c2-d22  | a18-c12-e68  | a24-d46-e12  |  b24-c84-d99  | b20-c98-e24  |  b24-d77-e71  | c24-d60-e77  |
| a22-b85-c77  |  a24-b20-d54  | a22-b61-e99  |  a23-c2-d43  | a18-c19-e68  | a24-d46-e24  |  b24-c99-d28  | b20-c98-e36  |   b24-d83-e8  | c25-d11-e27  |
| a22-b85-c81  |  a24-b20-d69  | a22-b85-e45  |  a23-c2-d45  | a18-c19-e97  | a24-d46-e41  |  b24-c99-d77  | b20-c98-e98  |  b24-d83-e28  | c25-d11-e30  |
| a22-b85-c87  |  a24-b20-d77  | a22-b85-e88  |  a23-c2-d50  | a18-c28-e36  |  a24-d54-e8  |  b24-c99-d83  |  b20-c99-e9  |  b24-d83-e69  | c25-d11-e50  |
|  a23-b57-c2  |  a24-b20-d81  | a22-b85-e97  |  a23-c2-d65  | a18-c28-e68  |  a24-d54-e9  |  b24-c99-d95  | b20-c99-e12  |  b24-d83-e71  | c25-d11-e78  |
| a23-b57-c19  |  a24-b20-d83  | a22-b85-e99  |  a23-c2-d90  | a18-c45-e97  | a24-d54-e12  |  b24-c99-d99  | b20-c99-e69  |  b24-d85-e16  | c25-d11-e79  |
| a23-b57-c81  |  a24-b20-d85  | a23-b57-e15  |  a23-c9-d50  | a18-c53-e68  | a24-d54-e98  |  b25-c37-d10  | b20-c99-e98  |  b24-d85-e69  | c25-d11-e95  |
|  a23-b61-c9  |  a24-b20-d95  | a23-b57-e68  |  a23-c9-d65  | a18-c81-e24  |  a24-d69-e9  |  b25-c37-d14  |  b21-c8-e7   |  b24-d85-e72  | c25-d12-e27  |
| a23-b61-c12  |  a24-b20-d99  | a23-b57-e97  |  a23-c9-d93  | a18-c81-e36  | a24-d69-e12  |  b25-c37-d60  |  b21-c8-e89  |   b24-d95-e8  | c25-d12-e30  |
| a23-b61-c45  |  a24-b22-d28  | a23-b61-e88  | a23-c12-d50  | a18-c81-e45  | a24-d69-e24  |  b25-c37-d66  |  b21-c20-e7  |  b24-d95-e16  | c25-d12-e50  |
| a23-b61-c77  |  a24-b22-d46  | a23-b61-e97  | a23-c12-d65  | a18-c81-e68  | a24-d69-e98  |  b25-c37-d94  | b21-c20-e26  |  b24-d95-e28  | c25-d12-e78  |
| a23-b61-c81  |  a24-b22-d54  | a23-b61-e99  | a23-c12-d93  | a18-c81-e97  |  a24-d77-e8  |  b25-c42-d10  | b21-c20-e62  |  b24-d95-e69  | c25-d12-e79  |
|  a23-b83-c2  |  a24-b22-d69  | a23-b83-e15  | a23-c19-d22  | a18-c86-e24  |  a24-d77-e9  |  b25-c42-d14  | b21-c20-e87  |  b24-d95-e71  | c25-d12-e95  |
| a23-b83-c19  |  a24-b22-d77  | a23-b83-e68  | a23-c19-d43  | a18-c86-e36  | a24-d77-e12  |  b25-c42-d60  | b21-c20-e89  |  b24-d95-e72  | c25-d17-e30  |
|  a23-b85-c9  |  a24-b22-d83  | a23-b83-e97  | a23-c19-d45  | a18-c86-e45  | a24-d77-e41  |  b25-c42-d66  | b21-c20-e93  |   b24-d99-e8  | c25-d17-e50  |
| a23-b85-c12  |  a24-b24-d28  | a23-b85-e88  | a23-c19-d50  | a18-c89-e24  | a24-d77-e69  |  b25-c42-d94  |  b21-c46-e7  |  b24-d99-e69  | c25-d17-e78  |
| a23-b85-c45  |  a24-b24-d77  | a23-b85-e97  | a23-c19-d65  | a18-c89-e36  | a24-d77-e71  |  b25-c90-d14  | b21-c46-e62  |  b24-d99-e71  | c25-d17-e95  |
| a23-b85-c77  |  a24-b24-d83  | a23-b85-e99  | a23-c19-d90  | a18-c89-e45  | a24-d77-e98  |  b25-c90-d66  | b21-c46-e89  |  b24-d99-e72  | c25-d30-e27  |
| a23-b85-c81  |  a24-b24-d85  |  a24-b14-e9  | a23-c45-d22  |  a19-c3-e2   | a24-d81-e24  |  b25-c90-d94  |  b21-c85-e7  |   b25-d10-e3  | c25-d30-e50  |
| a23-b85-c87  |  a24-b24-d95  | a24-b14-e12  | a23-c45-d33  |  a19-c3-e20  | a24-d81-e41  |  b25-c95-d14  | b21-c85-e26  |  b25-d10-e77  | c25-d30-e79  |
| a24-b14-c63  |  a24-b24-d99  | a24-b14-e24  | a23-c45-d43  |  a19-c3-e46  |  a24-d83-e8  |  b25-c95-d60  | b21-c85-e62  |   b25-d14-e3  | c25-d51-e30  |
| a24-b14-c76  |  a24-b39-d28  | a24-b14-e98  | a23-c45-d50  |  a19-c3-e84  |  a24-d83-e9  |  b25-c95-d66  | b21-c85-e89  |  b25-d14-e22  | c25-d51-e50  |
| a24-b14-c99  |  a24-b39-d54  |  a24-b17-e8  | a23-c45-d90  |  a19-c51-e5  | a24-d83-e12  |  b25-c95-d94  |  b21-c92-e7  |  b25-d14-e77  | c25-d51-e78  |
| a24-b17-c47  |  a24-b39-d77  | a24-b17-e69  | a23-c77-d33  |  a19-c51-e6  | a24-d83-e69  |  b26-c25-d11  | b21-c92-e26  |   b25-d60-e3  |  c26-d2-e16  |
| a24-b17-c99  |  a24-b39-d83  | a24-b17-e71  | a23-c81-d22  | a19-c51-e11  | a24-d83-e71  |  b26-c25-d12  | b21-c92-e62  |  b25-d60-e22  |  c26-d2-e34  |
| a24-b20-c47  |  a24-b39-d95  |  a24-b20-e9  | a23-c81-d43  | a19-c51-e20  | a24-d83-e98  |  b26-c25-d17  | b21-c92-e87  |  b25-d60-e77  |  c26-d2-e38  |
| a24-b20-c63  |  a24-b39-d99  | a24-b20-e12  | a23-c81-d45  | a19-c51-e96  | a24-d85-e41  |  b26-c25-d30  | b21-c92-e89  |   b25-d66-e3  |  c26-d2-e70  |
| a24-b20-c76  |  a24-b42-d28  | a24-b20-e24  | a23-c81-d50  |  a19-c59-e2  | a24-d85-e69  |  b26-c25-d51  | b21-c92-e93  |  b25-d66-e22  |  c26-d3-e4   |
| a24-b20-c84  |  a24-b42-d46  | a24-b20-e41  | a23-c81-d65  |  a19-c59-e5  |  a24-d95-e8  |  b26-c55-d12  |  b22-c6-e9   |   b25-d94-e3  |  c26-d3-e31  |
| a24-b20-c99  |  a24-b42-d77  | a24-b20-e69  | a23-c81-d93  |  a19-c59-e6  | a24-d95-e69  |  b26-c55-d17  |  b22-c6-e12  |  b25-d94-e22  |  c26-d3-e67  |
| a24-b22-c47  |  a24-b42-d81  | a24-b20-e98  | a23-c87-d22  | a19-c59-e11  | a24-d95-e71  |  b26-c55-d51  |  b22-c6-e57  |  b25-d94-e77  |  c26-d3-e70  |
| a24-b22-c63  |  a24-b42-d83  |  a24-b22-e9  | a23-c87-d33  | a19-c59-e20  |  a24-d99-e8  |  b26-c64-d11  |  b22-c6-e91  |  b26-d11-e27  |  c26-d3-e74  |
